ano_eleicao,turno,instituto,data_inicio_campo,data_fim_campo,data_publicacao,amostra,cenario,candidato,percentual_total,brancos_nulos,indecisos,fonte,amostra_imputada,qualidade_fonte,cenario_tipo,incumbente,sucessor_governo,partido_governo,reeleicao_permitida,ex_presidente,pib_crescimento,inflacao,desemprego,fundamentos_ano_referencia,fundamentos_defasagem_max,cenario_rotulo,cenario_prioridade,usar_previsao_principal,dias_campo_ate_eleicao,dias_publicacao_ate_eleicao,ordem_pesquisa_instituto_cenario,ordem_pesquisa_campanha,voto_valido_estimado,resultado_real_validos,erro
2026,1,Ideia,2026-05-23,2026-05-27,2026-05-27,1500,wikipedia_tabela_3,Lula,38.5,0,15.6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,130,130,3,29,45.6161,,
2026,1,Ideia,2026-05-23,2026-05-27,2026-05-27,1500,wikipedia_tabela_3,Flávio Bolsonaro,31.5,0,15.6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,130,130,3,29,37.3223,,
2026,1,Ideia,2026-05-23,2026-05-27,2026-05-27,1500,wikipedia_tabela_3,Ronaldo Caiado,5.5,0,15.6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,130,130,3,29,6.5166,,
2026,1,Ideia,2026-05-23,2026-05-27,2026-05-27,1500,wikipedia_tabela_3,Romeu Zema,2.4,0,15.6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,130,130,3,29,2.8436,,
2026,1,Indexa,2026-05-22,2026-05-24,2026-05-24,2000,wikipedia_tabela_3,Lula,39.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,133,133,1,28,47.5610,,
2026,1,Indexa,2026-05-22,2026-05-24,2026-05-24,2000,wikipedia_tabela_3,Flávio Bolsonaro,30.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,133,133,1,28,36.5854,,
2026,1,Indexa,2026-05-22,2026-05-24,2026-05-24,2000,wikipedia_tabela_3,Augusto Cury,0.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,133,133,1,28,0.0000,,
2026,1,Indexa,2026-05-22,2026-05-24,2026-05-24,2000,wikipedia_tabela_3,Ronaldo Caiado,5.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,133,133,1,28,6.0976,,
2026,1,Indexa,2026-05-22,2026-05-24,2026-05-24,2000,wikipedia_tabela_3,Romeu Zema,3.0,0,18.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,133,133,1,28,3.6585,,
2026,1,Datafolha,2026-05-20,2026-05-22,2026-05-22,2004,wikipedia_tabela_3,Lula,40.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,135,135,3,27,45.4545,,
2026,1,Datafolha,2026-05-20,2026-05-22,2026-05-22,2004,wikipedia_tabela_3,Flávio Bolsonaro,31.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,135,135,3,27,35.2273,,
2026,1,Datafolha,2026-05-20,2026-05-22,2026-05-22,2004,wikipedia_tabela_3,Augusto Cury,2.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,135,135,3,27,2.2727,,
2026,1,Datafolha,2026-05-20,2026-05-22,2026-05-22,2004,wikipedia_tabela_3,Ronaldo Caiado,4.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,135,135,3,27,4.5455,,
2026,1,Datafolha,2026-05-20,2026-05-22,2026-05-22,2004,wikipedia_tabela_3,Romeu Zema,3.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,135,135,3,27,3.4091,,
2026,1,Vox Brasil,2026-05-17,2026-05-19,2026-05-19,2100,wikipedia_tabela_3,Lula,41.5,0,14.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,138,138,2,26,48.4247,,
2026,1,Vox Brasil,2026-05-17,2026-05-19,2026-05-19,2100,wikipedia_tabela_3,Flávio Bolsonaro,32.1,0,14.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,138,138,2,26,37.4562,,
2026,1,Vox Brasil,2026-05-17,2026-05-19,2026-05-19,2100,wikipedia_tabela_3,Augusto Cury,0.3,0,14.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,138,138,2,26,0.3501,,
2026,1,Vox Brasil,2026-05-17,2026-05-19,2026-05-19,2100,wikipedia_tabela_3,Ronaldo Caiado,5.9,0,14.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,138,138,2,26,6.8845,,
2026,1,Vox Brasil,2026-05-17,2026-05-19,2026-05-19,2100,wikipedia_tabela_3,Romeu Zema,4.1,0,14.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,138,138,2,26,4.7841,,
2026,1,Datafolha,2026-05-12,2026-05-13,2026-05-13,2004,wikipedia_tabela_3,Lula,38.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,144,144,2,25,43.1818,,
2026,1,Datafolha,2026-05-12,2026-05-13,2026-05-13,2004,wikipedia_tabela_3,Flávio Bolsonaro,35.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,144,144,2,25,39.7727,,
2026,1,Datafolha,2026-05-12,2026-05-13,2026-05-13,2004,wikipedia_tabela_3,Augusto Cury,2.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,144,144,2,25,2.2727,,
2026,1,Datafolha,2026-05-12,2026-05-13,2026-05-13,2004,wikipedia_tabela_3,Ronaldo Caiado,3.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,144,144,2,25,3.4091,,
2026,1,Datafolha,2026-05-12,2026-05-13,2026-05-13,2004,wikipedia_tabela_3,Romeu Zema,3.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,144,144,2,25,3.4091,,
2026,1,Vox Brasil,2026-05-09,2026-05-12,2026-05-12,2100,wikipedia_tabela_3,Lula,35.1,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,145,145,1,24,41.2941,,
2026,1,Vox Brasil,2026-05-09,2026-05-12,2026-05-12,2100,wikipedia_tabela_3,Flávio Bolsonaro,37.8,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,145,145,1,24,44.4706,,
2026,1,Vox Brasil,2026-05-09,2026-05-12,2026-05-12,2100,wikipedia_tabela_3,Augusto Cury,0.8,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,145,145,1,24,0.9412,,
2026,1,Vox Brasil,2026-05-09,2026-05-12,2026-05-12,2100,wikipedia_tabela_3,Ronaldo Caiado,4.3,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,145,145,1,24,5.0588,,
2026,1,Vox Brasil,2026-05-09,2026-05-12,2026-05-12,2100,wikipedia_tabela_3,Romeu Zema,4.5,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,145,145,1,24,5.2941,,
2026,1,Quaest,2026-05-08,2026-05-11,2026-05-11,2004,wikipedia_tabela_3,Lula,39.0,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,146,146,2,23,45.8824,,
2026,1,Quaest,2026-05-08,2026-05-11,2026-05-11,2004,wikipedia_tabela_3,Flávio Bolsonaro,33.0,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,146,146,2,23,38.8235,,
2026,1,Quaest,2026-05-08,2026-05-11,2026-05-11,2004,wikipedia_tabela_3,Augusto Cury,1.0,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,146,146,2,23,1.1765,,
2026,1,Quaest,2026-05-08,2026-05-11,2026-05-11,2004,wikipedia_tabela_3,Ronaldo Caiado,4.0,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,146,146,2,23,4.7059,,
2026,1,Quaest,2026-05-08,2026-05-11,2026-05-11,2004,wikipedia_tabela_3,Romeu Zema,4.0,0,15.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,146,146,2,23,4.7059,,
2026,1,Ideia,2026-05-01,2026-05-05,2026-05-05,1500,wikipedia_tabela_3,Lula,40.0,0,9.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,152,152,2,22,44.0044,,
2026,1,Ideia,2026-05-01,2026-05-05,2026-05-05,1500,wikipedia_tabela_3,Flávio Bolsonaro,36.0,0,9.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,152,152,2,22,39.6040,,
2026,1,Ideia,2026-05-01,2026-05-05,2026-05-05,1500,wikipedia_tabela_3,Augusto Cury,1.5,0,9.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,152,152,2,22,1.6502,,
2026,1,Ideia,2026-05-01,2026-05-05,2026-05-05,1500,wikipedia_tabela_3,Ronaldo Caiado,5.6,0,9.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,152,152,2,22,6.1606,,
2026,1,Ideia,2026-05-01,2026-05-05,2026-05-05,1500,wikipedia_tabela_3,Romeu Zema,3.0,0,9.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,152,152,2,22,3.3003,,
2026,1,Quaest,2026-04-09,2026-04-13,2026-04-13,2004,wikipedia_tabela_3,Lula,37.0,0,16.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,174,174,1,21,44.0476,,
2026,1,Quaest,2026-04-09,2026-04-13,2026-04-13,2004,wikipedia_tabela_3,Flávio Bolsonaro,32.0,0,16.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,174,174,1,21,38.0952,,
2026,1,Quaest,2026-04-09,2026-04-13,2026-04-13,2004,wikipedia_tabela_3,Augusto Cury,2.0,0,16.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,174,174,1,21,2.3810,,
2026,1,Quaest,2026-04-09,2026-04-13,2026-04-13,2004,wikipedia_tabela_3,Ronaldo Caiado,6.0,0,16.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,174,174,1,21,7.1429,,
2026,1,Quaest,2026-04-09,2026-04-13,2026-04-13,2004,wikipedia_tabela_3,Romeu Zema,3.0,0,16.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,174,174,1,21,3.5714,,
2026,1,MDA,2026-04-08,2026-04-12,2026-04-12,2002,wikipedia_tabela_3,Lula,39.2,0,19.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,175,175,1,20,48.5750,,
2026,1,MDA,2026-04-08,2026-04-12,2026-04-12,2002,wikipedia_tabela_3,Flávio Bolsonaro,30.2,0,19.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,175,175,1,20,37.4226,,
2026,1,MDA,2026-04-08,2026-04-12,2026-04-12,2002,wikipedia_tabela_3,Ronaldo Caiado,4.6,0,19.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,175,175,1,20,5.7001,,
2026,1,MDA,2026-04-08,2026-04-12,2026-04-12,2002,wikipedia_tabela_3,Romeu Zema,3.3,0,19.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,175,175,1,20,4.0892,,
2026,1,Datafolha,2026-04-07,2026-04-09,2026-04-09,2004,wikipedia_tabela_3,Lula,39.0,0,14.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,178,178,1,19,45.3488,,
2026,1,Datafolha,2026-04-07,2026-04-09,2026-04-09,2004,wikipedia_tabela_3,Flávio Bolsonaro,35.0,0,14.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,178,178,1,19,40.6977,,
2026,1,Datafolha,2026-04-07,2026-04-09,2026-04-09,2004,wikipedia_tabela_3,Ronaldo Caiado,5.0,0,14.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,178,178,1,19,5.8140,,
2026,1,Datafolha,2026-04-07,2026-04-09,2026-04-09,2004,wikipedia_tabela_3,Romeu Zema,4.0,0,14.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,178,178,1,19,4.6512,,
2026,1,Ideia,2026-04-03,2026-04-07,2026-04-07,1500,wikipedia_tabela_3,Lula,40.4,0,9.5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,180,180,1,18,44.6409,,
2026,1,Ideia,2026-04-03,2026-04-07,2026-04-07,1500,wikipedia_tabela_3,Flávio Bolsonaro,37.0,0,9.5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,180,180,1,18,40.8840,,
2026,1,Ideia,2026-04-03,2026-04-07,2026-04-07,1500,wikipedia_tabela_3,Ronaldo Caiado,6.5,0,9.5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,180,180,1,18,7.1823,,
2026,1,Ideia,2026-04-03,2026-04-07,2026-04-07,1500,wikipedia_tabela_3,Romeu Zema,3.0,0,9.5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - Lula vs Flavio ampliado,3,0,180,180,1,18,3.3149,,
2026,1,Paraná Pesquisas,2026-03-25,2026-03-28,2026-03-28,2080,wikipedia_tabela_4,Lula,41.3,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,190,190,1,17,46.9318,,
2026,1,Paraná Pesquisas,2026-03-25,2026-03-28,2026-03-28,2080,wikipedia_tabela_4,Flávio Bolsonaro,37.8,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,190,190,1,17,42.9545,,
2026,1,Paraná Pesquisas,2026-03-25,2026-03-28,2026-03-28,2080,wikipedia_tabela_4,Ronaldo Caiado,3.6,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,190,190,1,17,4.0909,,
2026,1,Paraná Pesquisas,2026-03-25,2026-03-28,2026-03-28,2080,wikipedia_tabela_4,Romeu Zema,3.0,0,12.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,190,190,1,17,3.4091,,
2026,1,Gerp,2026-03-20,2026-03-25,2026-03-25,2000,wikipedia_tabela_4,Lula,38.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,193,193,2,16,41.7582,,
2026,1,Gerp,2026-03-20,2026-03-25,2026-03-25,2000,wikipedia_tabela_4,Flávio Bolsonaro,36.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,193,193,2,16,39.5604,,
2026,1,Gerp,2026-03-20,2026-03-25,2026-03-25,2000,wikipedia_tabela_4,Ronaldo Caiado,3.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,193,193,2,16,3.2967,,
2026,1,Gerp,2026-03-20,2026-03-25,2026-03-25,2000,wikipedia_tabela_4,Romeu Zema,3.0,0,9.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,,,,,,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,193,193,2,16,3.2967,,
2026,1,Gerp,2026-01-28,2026-02-02,2026-02-02,2000,wikipedia_tabela_4,Lula,39.0,0,11.0,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election,0,wikipedia_estruturada_auditoria_parcial,primeiro_turno,1,0,1,1,1,2.2857,5.0168,5.9700,2025,1,Primeiro turno 2026 - alternativa com Tarcisio,3,0,244,244,1,15,43.8202,,
