ano_eleicao,cenario_rotulo,candidato,previsto,resultado_real_validos,modelo,ano_treino_max,erro_abs
2022,Primeiro turno 2022 - 2021 alternativo,Lula,42.3913,48.43,baseline_ajustado,2018,6.038699999999999
2022,Primeiro turno 2022 - abril a junho,Ciro Gomes,8.7912,3.04,baseline_ajustado,2018,5.7512
2022,Primeiro turno 2022 - abril a junho,Jair Bolsonaro,36.2637,43.2,baseline_ajustado,2018,6.936300000000003
2022,Primeiro turno 2022 - abril a junho,Lula,47.2527,48.43,baseline_ajustado,2018,1.1773000000000025
2022,Primeiro turno 2022 - janeiro a marco,Ciro Gomes,5.3763,3.04,baseline_ajustado,2018,2.3362999999999996
2022,Primeiro turno 2022 - janeiro a marco,Jair Bolsonaro,37.6344,43.2,baseline_ajustado,2018,5.565600000000003
2022,Primeiro turno 2022 - janeiro a marco,Lula,39.7849,48.43,baseline_ajustado,2018,8.6451
2022,Primeiro turno 2022 - reta final,Ciro Gomes,5.809073817760126,3.04,baseline_ajustado,2018,2.769073817760126
2022,Primeiro turno 2022 - reta final,Jair Bolsonaro,36.54971719375931,43.2,baseline_ajustado,2018,6.650282806240696
2022,Primeiro turno 2022 - reta final,Lula,51.03893671848104,48.43,baseline_ajustado,2018,2.60893671848104
2022,Primeiro turno 2022 - reta final,Simone Tebet,6.518006129143599,4.16,baseline_ajustado,2018,2.3580061291435985
2022,Primeiro turno 2022 - 2019,Ciro Gomes,14.731999999999998,3.04,baseline_efeito_casa,2018,11.691999999999997
2022,Primeiro turno 2022 - 2019,Jair Bolsonaro,42.6829,43.2,baseline_efeito_casa,2018,0.5171000000000063
2022,Primeiro turno 2022 - 2020,Ciro Gomes,6.9767,3.04,baseline_efeito_casa,2018,3.9367
2022,Primeiro turno 2022 - 2020,Jair Bolsonaro,36.0465,43.2,baseline_efeito_casa,2018,7.153500000000001
2022,Primeiro turno 2022 - 2020,Lula,19.7674,48.43,baseline_efeito_casa,2018,28.6626
2022,Primeiro turno 2022 - 2021,Ciro Gomes,9.0909,3.04,baseline_efeito_casa,2018,6.0508999999999995
2022,Primeiro turno 2022 - 2021,Jair Bolsonaro,25.641000000000002,43.2,baseline_efeito_casa,2018,17.559
2022,Primeiro turno 2022 - 2021,Lula,41.958,48.43,baseline_efeito_casa,2018,6.472000000000001
2022,Primeiro turno 2022 - 2021,Simone Tebet,4.4944,4.16,baseline_efeito_casa,2018,0.3343999999999996
2022,Primeiro turno 2022 - 2021 alternativo,Ciro Gomes,15.217400000000001,3.04,baseline_efeito_casa,2018,12.177400000000002
2022,Primeiro turno 2022 - 2021 alternativo,Jair Bolsonaro,33.6957,43.2,baseline_efeito_casa,2018,9.5043
2022,Primeiro turno 2022 - 2021 alternativo,Lula,42.3913,48.43,baseline_efeito_casa,2018,6.038699999999999
2022,Primeiro turno 2022 - abril a junho,Ciro Gomes,8.7912,3.04,baseline_efeito_casa,2018,5.7512
2022,Primeiro turno 2022 - abril a junho,Jair Bolsonaro,36.2637,43.2,baseline_efeito_casa,2018,6.936300000000003
2022,Primeiro turno 2022 - abril a junho,Lula,47.2527,48.43,baseline_efeito_casa,2018,1.1773000000000025
2022,Primeiro turno 2022 - janeiro a marco,Ciro Gomes,5.3763,3.04,baseline_efeito_casa,2018,2.3362999999999996
2022,Primeiro turno 2022 - janeiro a marco,Jair Bolsonaro,37.6344,43.2,baseline_efeito_casa,2018,5.565600000000003
2022,Primeiro turno 2022 - janeiro a marco,Lula,39.7849,48.43,baseline_efeito_casa,2018,8.6451
2022,Primeiro turno 2022 - reta final,Ciro Gomes,3.349280470615145,3.04,baseline_efeito_casa,2018,0.30928047061514485
2022,Primeiro turno 2022 - reta final,Jair Bolsonaro,44.63797839392525,43.2,baseline_efeito_casa,2018,1.437978393925249
2022,Primeiro turno 2022 - reta final,Lula,51.810510535345465,48.43,baseline_efeito_casa,2018,3.380510535345465
2022,Primeiro turno 2022 - reta final,Simone Tebet,6.518006129143599,4.16,baseline_efeito_casa,2018,2.3580061291435985
2022,Primeiro turno 2022 - 2019,Ciro Gomes,14.36278716565845,3.04,inferencial_ols,2018,11.32278716565845
2022,Primeiro turno 2022 - 2019,Jair Bolsonaro,40.287409179997596,43.2,inferencial_ols,2018,2.912590820002407
2022,Primeiro turno 2022 - 2020,Ciro Gomes,7.7488192025882245,3.04,inferencial_ols,2018,4.7088192025882245
2022,Primeiro turno 2022 - 2020,Jair Bolsonaro,34.58997187192317,43.2,inferencial_ols,2018,8.610028128076834
2022,Primeiro turno 2022 - 2020,Lula,32.88444041771689,48.43,inferencial_ols,2018,15.545559582283111
2022,Primeiro turno 2022 - 2021,Ciro Gomes,9.064249447998629,3.04,inferencial_ols,2018,6.024249447998629
2022,Primeiro turno 2022 - 2021,Jair Bolsonaro,25.650072024071633,43.2,inferencial_ols,2018,17.54992797592837
2022,Primeiro turno 2022 - 2021,Lula,50.64516161134201,48.43,inferencial_ols,2018,2.215161611342012
2022,Primeiro turno 2022 - 2021,Simone Tebet,5.604475654229215,4.16,inferencial_ols,2018,1.4444756542292145
2022,Primeiro turno 2022 - 2021 alternativo,Ciro Gomes,16.143176815045788,3.04,inferencial_ols,2018,13.103176815045789
2022,Primeiro turno 2022 - 2021 alternativo,Jair Bolsonaro,34.30845636579292,43.2,inferencial_ols,2018,8.891543634207082
2022,Primeiro turno 2022 - 2021 alternativo,Lula,53.060587034496045,48.43,inferencial_ols,2018,4.630587034496045
2022,Primeiro turno 2022 - abril a junho,Ciro Gomes,10.776031353648603,3.04,inferencial_ols,2018,7.736031353648603
2022,Primeiro turno 2022 - abril a junho,Jair Bolsonaro,36.30877896871169,43.2,inferencial_ols,2018,6.89122103128831
2022,Primeiro turno 2022 - abril a junho,Lula,56.93951487842593,48.43,inferencial_ols,2018,8.509514878425932
2022,Primeiro turno 2022 - janeiro a marco,Ciro Gomes,9.951945454360525,3.04,inferencial_ols,2018,6.9119454543605245
2022,Primeiro turno 2022 - janeiro a marco,Jair Bolsonaro,39.404747678904215,43.2,inferencial_ols,2018,3.795252321095788
2022,Primeiro turno 2022 - janeiro a marco,Lula,52.79555491386622,48.43,inferencial_ols,2018,4.3655549138662195
2022,Primeiro turno 2022 - reta final,Ciro Gomes,5.052469620868552,3.04,inferencial_ols,2018,2.0124696208685515
2022,Primeiro turno 2022 - reta final,Jair Bolsonaro,33.26226933086835,43.2,inferencial_ols,2018,9.937730669131653
2022,Primeiro turno 2022 - reta final,Lula,56.76015913603548,48.43,inferencial_ols,2018,8.330159136035483
2022,Primeiro turno 2022 - reta final,Simone Tebet,5.633181208767357,4.16,inferencial_ols,2018,1.4731812087673566
