ano_eleicao,turno,instituto,data_texto_original,amostra_texto_original,cenario,candidato,percentual_total,brancos_nulos_indecisos_texto,fonte
2026,1,Datafolha,8–10 Sep 2026,2002,wikipedia_tabela_2,Lula,39.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,8–10 Sep 2026,2002,wikipedia_tabela_2,Flávio Bolsonaro,35.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,8–10 Sep 2026,2002,wikipedia_tabela_2,Augusto Cury,6.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,8–10 Sep 2026,2002,wikipedia_tabela_2,Ronaldo Caiado,4.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,8–10 Sep 2026,2002,wikipedia_tabela_2,Romeu Zema,2.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,4–10 Sep 2026,2000,wikipedia_tabela_2,Lula,39.2,8.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,4–10 Sep 2026,2000,wikipedia_tabela_2,Flávio Bolsonaro,33.6,8.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,4–10 Sep 2026,2000,wikipedia_tabela_2,Augusto Cury,6.4,8.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,4–10 Sep 2026,2000,wikipedia_tabela_2,Ronaldo Caiado,4.4,8.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,4–10 Sep 2026,2000,wikipedia_tabela_2,Romeu Zema,0.7,8.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,6–9 Sep 2026,3000,wikipedia_tabela_2,Lula,38.0,4,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,6–9 Sep 2026,3000,wikipedia_tabela_2,Flávio Bolsonaro,36.0,4,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,6–9 Sep 2026,3000,wikipedia_tabela_2,Augusto Cury,10.0,4,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,6–9 Sep 2026,3000,wikipedia_tabela_2,Ronaldo Caiado,2.0,4,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,6–9 Sep 2026,3000,wikipedia_tabela_2,Romeu Zema,1.0,4,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,4–9 Sep 2026,5000,wikipedia_tabela_2,Lula,43.0,1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,4–9 Sep 2026,5000,wikipedia_tabela_2,Flávio Bolsonaro,37.4,1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,4–9 Sep 2026,5000,wikipedia_tabela_2,Augusto Cury,6.6,1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,4–9 Sep 2026,5000,wikipedia_tabela_2,Ronaldo Caiado,1.1,1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,4–9 Sep 2026,5000,wikipedia_tabela_2,Romeu Zema,2.1,1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Palver,4–7 Sep 2026,5000,wikipedia_tabela_2,Lula,40.0,2,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Palver,4–7 Sep 2026,5000,wikipedia_tabela_2,Flávio Bolsonaro,39.0,2,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Palver,4–7 Sep 2026,5000,wikipedia_tabela_2,Augusto Cury,4.0,2,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Palver,4–7 Sep 2026,5000,wikipedia_tabela_2,Ronaldo Caiado,1.0,2,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Palver,4–7 Sep 2026,5000,wikipedia_tabela_2,Romeu Zema,1.0,2,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Ideia,4–7 Sep 2026,1500,wikipedia_tabela_2,Lula,38.4,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Ideia,4–7 Sep 2026,1500,wikipedia_tabela_2,Flávio Bolsonaro,37.3,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Ideia,4–7 Sep 2026,1500,wikipedia_tabela_2,Augusto Cury,6.6,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Ideia,4–7 Sep 2026,1500,wikipedia_tabela_2,Ronaldo Caiado,4.0,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Ideia,4–7 Sep 2026,1500,wikipedia_tabela_2,Romeu Zema,1.5,5.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,4–7 Sep 2026,2002,wikipedia_tabela_2,Lula,39.0,5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,4–7 Sep 2026,2002,wikipedia_tabela_2,Flávio Bolsonaro,35.0,5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,4–7 Sep 2026,2002,wikipedia_tabela_2,Augusto Cury,9.0,5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,4–7 Sep 2026,2002,wikipedia_tabela_2,Ronaldo Caiado,4.0,5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,4–7 Sep 2026,2002,wikipedia_tabela_2,Romeu Zema,1.0,5,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,3–6 Sep 2026,2004,wikipedia_tabela_2,Lula,36.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,3–6 Sep 2026,2004,wikipedia_tabela_2,Flávio Bolsonaro,29.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,3–6 Sep 2026,2004,wikipedia_tabela_2,Augusto Cury,8.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,3–6 Sep 2026,2004,wikipedia_tabela_2,Ronaldo Caiado,3.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,3–6 Sep 2026,2004,wikipedia_tabela_2,Romeu Zema,2.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,1–2 Sep 2026,2002,wikipedia_tabela_2,Lula,38.0,9,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,1–2 Sep 2026,2002,wikipedia_tabela_2,Flávio Bolsonaro,33.0,9,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,1–2 Sep 2026,2002,wikipedia_tabela_2,Augusto Cury,8.0,9,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,1–2 Sep 2026,2002,wikipedia_tabela_2,Ronaldo Caiado,4.0,9,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,1–2 Sep 2026,2002,wikipedia_tabela_2,Romeu Zema,2.0,9,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,30 Aug–2 Sep 2026,3000,wikipedia_tabela_2,Lula,37.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,30 Aug–2 Sep 2026,3000,wikipedia_tabela_2,Flávio Bolsonaro,34.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,30 Aug–2 Sep 2026,3000,wikipedia_tabela_2,Augusto Cury,10.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,30 Aug–2 Sep 2026,3000,wikipedia_tabela_2,Ronaldo Caiado,2.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,30 Aug–2 Sep 2026,3000,wikipedia_tabela_2,Romeu Zema,1.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,1 September,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],wikipedia_tabela_2,Lula,17.0,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,1 September,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],wikipedia_tabela_2,Flávio Bolsonaro,17.0,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,1 September,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],wikipedia_tabela_2,Augusto Cury,17.0,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,1 September,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],wikipedia_tabela_2,Ronaldo Caiado,17.0,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,1 September,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],wikipedia_tabela_2,Romeu Zema,17.0,Beginning of the institutional crisis at the Supreme Federal Court.[c][17][18][19][20],https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,30 Aug–1 Sep 2026,2004,wikipedia_tabela_2,Lula,37.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,30 Aug–1 Sep 2026,2004,wikipedia_tabela_2,Flávio Bolsonaro,29.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,30 Aug–1 Sep 2026,2004,wikipedia_tabela_2,Augusto Cury,10.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,30 Aug–1 Sep 2026,2004,wikipedia_tabela_2,Ronaldo Caiado,1.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,30 Aug–1 Sep 2026,2004,wikipedia_tabela_2,Romeu Zema,1.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,27 Aug–1 Sep 2026,2000,wikipedia_tabela_2,Lula,38.7,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,27 Aug–1 Sep 2026,2000,wikipedia_tabela_2,Flávio Bolsonaro,33.6,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,27 Aug–1 Sep 2026,2000,wikipedia_tabela_2,Augusto Cury,9.9,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,27 Aug–1 Sep 2026,2000,wikipedia_tabela_2,Ronaldo Caiado,3.5,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,27 Aug–1 Sep 2026,2000,wikipedia_tabela_2,Romeu Zema,1.6,6.1,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Real Time,27–31 Aug 2026,2000,wikipedia_tabela_2,Lula,38.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Real Time,27–31 Aug 2026,2000,wikipedia_tabela_2,Flávio Bolsonaro,30.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Real Time,27–31 Aug 2026,2000,wikipedia_tabela_2,Augusto Cury,11.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Real Time,27–31 Aug 2026,2000,wikipedia_tabela_2,Ronaldo Caiado,4.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Real Time,27–31 Aug 2026,2000,wikipedia_tabela_2,Romeu Zema,2.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,28–30 Aug 2026,2005,wikipedia_tabela_2,Lula,39.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,28–30 Aug 2026,2005,wikipedia_tabela_2,Flávio Bolsonaro,33.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,28–30 Aug 2026,2005,wikipedia_tabela_2,Augusto Cury,11.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,28–30 Aug 2026,2005,wikipedia_tabela_2,Ronaldo Caiado,5.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,28–30 Aug 2026,2005,wikipedia_tabela_2,Romeu Zema,1.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,25–30 Aug 2026,5014,wikipedia_tabela_2,Lula,43.4,0.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,25–30 Aug 2026,5014,wikipedia_tabela_2,Flávio Bolsonaro,33.7,0.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,25–30 Aug 2026,5014,wikipedia_tabela_2,Augusto Cury,7.8,0.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,25–30 Aug 2026,5014,wikipedia_tabela_2,Ronaldo Caiado,3.3,0.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,AtlasIntel,25–30 Aug 2026,5014,wikipedia_tabela_2,Romeu Zema,1.0,0.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Vox Brasil,25–27 Aug 2026,2100,wikipedia_tabela_2,Lula,37.1,10.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Vox Brasil,25–27 Aug 2026,2100,wikipedia_tabela_2,Flávio Bolsonaro,34.8,10.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Vox Brasil,25–27 Aug 2026,2100,wikipedia_tabela_2,Augusto Cury,2.6,10.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Vox Brasil,25–27 Aug 2026,2100,wikipedia_tabela_2,Ronaldo Caiado,5.0,10.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Vox Brasil,25–27 Aug 2026,2100,wikipedia_tabela_2,Romeu Zema,2.8,10.3,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,23–26 Aug 2026,2400,wikipedia_tabela_2,Lula,38.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,23–26 Aug 2026,2400,wikipedia_tabela_2,Flávio Bolsonaro,35.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,23–26 Aug 2026,2400,wikipedia_tabela_2,Augusto Cury,4.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,23–26 Aug 2026,2400,wikipedia_tabela_2,Ronaldo Caiado,4.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,23–26 Aug 2026,2400,wikipedia_tabela_2,Romeu Zema,2.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,23 August,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",wikipedia_tabela_2,Lula,28.0,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,23 August,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",wikipedia_tabela_2,Flávio Bolsonaro,28.0,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,23 August,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",wikipedia_tabela_2,Augusto Cury,28.0,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,23 August,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",wikipedia_tabela_2,Ronaldo Caiado,28.0,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,nan,23 August,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",wikipedia_tabela_2,Romeu Zema,28.0,"First presidential debate. Lula, Flávio Bolsonaro, and Zema did not attend.[28]",https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,21–23 Aug 2026,2006,wikipedia_tabela_2,Lula,41.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,21–23 Aug 2026,2006,wikipedia_tabela_2,Flávio Bolsonaro,37.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,21–23 Aug 2026,2006,wikipedia_tabela_2,Augusto Cury,2.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,21–23 Aug 2026,2006,wikipedia_tabela_2,Ronaldo Caiado,5.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,21–23 Aug 2026,2006,wikipedia_tabela_2,Romeu Zema,3.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Indexa,20–23 Aug 2026,2000,wikipedia_tabela_2,Lula,39.0,16,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Indexa,20–23 Aug 2026,2000,wikipedia_tabela_2,Flávio Bolsonaro,34.0,16,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Indexa,20–23 Aug 2026,2000,wikipedia_tabela_2,Augusto Cury,1.0,16,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Indexa,20–23 Aug 2026,2000,wikipedia_tabela_2,Ronaldo Caiado,5.0,16,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Indexa,20–23 Aug 2026,2000,wikipedia_tabela_2,Romeu Zema,1.0,16,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,18–20 Aug 2026,2058,wikipedia_tabela_2,Lula,39.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,18–20 Aug 2026,2058,wikipedia_tabela_2,Flávio Bolsonaro,33.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,18–20 Aug 2026,2058,wikipedia_tabela_2,Augusto Cury,2.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,18–20 Aug 2026,2058,wikipedia_tabela_2,Ronaldo Caiado,5.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Datafolha,18–20 Aug 2026,2058,wikipedia_tabela_2,Romeu Zema,3.0,10,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,14–16 Aug 2026,2003,wikipedia_tabela_2,Lula,41.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,14–16 Aug 2026,2003,wikipedia_tabela_2,Flávio Bolsonaro,36.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,14–16 Aug 2026,2003,wikipedia_tabela_2,Augusto Cury,1.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,14–16 Aug 2026,2003,wikipedia_tabela_2,Ronaldo Caiado,5.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,14–16 Aug 2026,2003,wikipedia_tabela_2,Romeu Zema,4.0,7,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,10–13 Aug 2026,2004,wikipedia_tabela_3,Lula,38.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,10–13 Aug 2026,2004,wikipedia_tabela_3,Flávio Bolsonaro,31.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,10–13 Aug 2026,2004,wikipedia_tabela_3,Augusto Cury,2.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,10–13 Aug 2026,2004,wikipedia_tabela_3,Ronaldo Caiado,4.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Quaest,10–13 Aug 2026,2004,wikipedia_tabela_3,Romeu Zema,2.0,18,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,9–12 Aug 2026,2400,wikipedia_tabela_3,Lula,41.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,9–12 Aug 2026,2400,wikipedia_tabela_3,Flávio Bolsonaro,35.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,9–12 Aug 2026,2400,wikipedia_tabela_3,Augusto Cury,3.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,9–12 Aug 2026,2400,wikipedia_tabela_3,Ronaldo Caiado,4.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,PoderData,9–12 Aug 2026,2400,wikipedia_tabela_3,Romeu Zema,3.0,6,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,7–9 Aug 2026,2001,wikipedia_tabela_3,Lula,40.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,7–9 Aug 2026,2001,wikipedia_tabela_3,Flávio Bolsonaro,35.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,7–9 Aug 2026,2001,wikipedia_tabela_3,Augusto Cury,1.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,7–9 Aug 2026,2001,wikipedia_tabela_3,Ronaldo Caiado,5.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Nexus,7–9 Aug 2026,2001,wikipedia_tabela_3,Romeu Zema,3.0,8,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,MDA,5–9 Aug 2026,2002,wikipedia_tabela_3,Lula,42.4,14,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,MDA,5–9 Aug 2026,2002,wikipedia_tabela_3,Flávio Bolsonaro,28.7,14,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,MDA,5–9 Aug 2026,2002,wikipedia_tabela_3,Augusto Cury,1.2,14,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,MDA,5–9 Aug 2026,2002,wikipedia_tabela_3,Ronaldo Caiado,4.0,14,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,MDA,5–9 Aug 2026,2002,wikipedia_tabela_3,Romeu Zema,3.3,14,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,3–7 Aug 2026,2000,wikipedia_tabela_3,Lula,38.8,11,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,3–7 Aug 2026,2000,wikipedia_tabela_3,Flávio Bolsonaro,34.1,11,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,3–7 Aug 2026,2000,wikipedia_tabela_3,Augusto Cury,1.2,11,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,3–7 Aug 2026,2000,wikipedia_tabela_3,Ronaldo Caiado,5.9,11,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,3–7 Aug 2026,2000,wikipedia_tabela_3,Romeu Zema,3.6,11,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
2026,1,Futura,3–7 Aug 2026,2000,wikipedia_tabela_3,Lula,36.3,12.2,https://en.wikipedia.org/wiki/Opinion_polling_for_the_2026_Brazilian_presidential_election
