ano_eleicao,turno,instituto,data_inicio_campo,data_fim_campo,data_publicacao,amostra,cenario,candidato,percentual_total,brancos_nulos,indecisos,fonte,amostra_imputada,qualidade_fonte,cenario_tipo
1994,1,Datafolha,1994-04-04,1994-04-05,1994-04-05,1000,datafolha_serie_1994_04_05,Fernando Henrique Cardoso,21,12,7,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-04-04,1994-04-05,1994-04-05,1000,datafolha_serie_1994_04_05,Lula,37,12,7,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-04-04,1994-04-05,1994-04-05,1000,datafolha_serie_1994_04_05,Orestes Quércia,8,12,7,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-04-04,1994-04-05,1994-04-05,1000,datafolha_serie_1994_04_05,Leonel Brizola,10,12,7,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-05-02,1994-05-03,1994-05-03,1000,datafolha_serie_1994_05_03,Fernando Henrique Cardoso,16,14,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-05-02,1994-05-03,1994-05-03,1000,datafolha_serie_1994_05_03,Lula,42,14,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-05-02,1994-05-03,1994-05-03,1000,datafolha_serie_1994_05_03,Orestes Quércia,7,14,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-05-02,1994-05-03,1994-05-03,1000,datafolha_serie_1994_05_03,Leonel Brizola,8,14,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-06-09,1994-06-13,1994-06-13,1000,datafolha_serie_1994_06_13,Fernando Henrique Cardoso,19,11,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-06-09,1994-06-13,1994-06-13,1000,datafolha_serie_1994_06_13,Lula,41,11,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-06-09,1994-06-13,1994-06-13,1000,datafolha_serie_1994_06_13,Orestes Quércia,6,11,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-06-09,1994-06-13,1994-06-13,1000,datafolha_serie_1994_06_13,Leonel Brizola,7,11,9,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-05,1994-07-05,1994-07-05,1000,datafolha_serie_1994_07_05,Fernando Henrique Cardoso,21,11,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-05,1994-07-05,1994-07-05,1000,datafolha_serie_1994_07_05,Lula,38,11,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-05,1994-07-05,1994-07-05,1000,datafolha_serie_1994_07_05,Orestes Quércia,7,11,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-05,1994-07-05,1994-07-05,1000,datafolha_serie_1994_07_05,Leonel Brizola,7,11,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-11,1994-07-13,1994-07-13,1000,datafolha_serie_1994_07_13,Fernando Henrique Cardoso,25,9,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-11,1994-07-13,1994-07-13,1000,datafolha_serie_1994_07_13,Lula,34,9,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-11,1994-07-13,1994-07-13,1000,datafolha_serie_1994_07_13,Orestes Quércia,7,9,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-11,1994-07-13,1994-07-13,1000,datafolha_serie_1994_07_13,Leonel Brizola,7,9,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-25,1994-07-26,1994-07-26,1000,datafolha_serie_1994_07_26,Fernando Henrique Cardoso,29,7,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-25,1994-07-26,1994-07-26,1000,datafolha_serie_1994_07_26,Lula,32,7,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-25,1994-07-26,1994-07-26,1000,datafolha_serie_1994_07_26,Orestes Quércia,7,7,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-07-25,1994-07-26,1994-07-26,1000,datafolha_serie_1994_07_26,Leonel Brizola,7,7,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-08-08,1994-08-09,1994-08-09,1000,datafolha_serie_1994_08_09,Fernando Henrique Cardoso,36,7,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-08-08,1994-08-09,1994-08-09,1000,datafolha_serie_1994_08_09,Lula,29,7,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-08-08,1994-08-09,1994-08-09,1000,datafolha_serie_1994_08_09,Orestes Quércia,6,7,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-08-08,1994-08-09,1994-08-09,1000,datafolha_serie_1994_08_09,Leonel Brizola,6,7,10,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-08-16,1994-08-18,1994-08-18,1000,datafolha_serie_1994_08_18,Fernando Henrique Cardoso,41,8,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
1994,1,Datafolha,1994-08-16,1994-08-18,1994-08-18,1000,datafolha_serie_1994_08_18,Lula,24,8,11,https://media.folha.uol.com.br/datafolha/2022/09/01/intencao_de_voto_e_rejeicao_para_presidente_94.pdf,1,fonte_primaria_datafolha_serie,estimulado_primeiro_turno
